loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_asset_value,asset_to_loan_ratio,risk_category,is_low_income
883,4, Graduate, No,500000,1300000,8,471,500000,300000,1500000,700000, Rejected,3000000,2.3076923076923075,Low,0
884,0, Graduate, Yes,9000000,32400000,10,895,16800000,5800000,20700000,9500000, Approved,52800000,1.6296296296296295,High,0
885,1, Not Graduate, Yes,5100000,20300000,18,757,11800000,3400000,13400000,3200000, Approved,31800000,1.5665024630541873,High,0
886,2, Graduate, No,5200000,13500000,2,777,7000000,5200000,15500000,6100000, Approved,33800000,2.5037037037037035,High,0
887,5, Not Graduate, Yes,4400000,8900000,4,761,8100000,1000000,14200000,3000000, Approved,26300000,2.955056179775281,High,0
888,1, Graduate, No,1900000,4200000,12,821,5200000,1500000,5000000,2700000, Approved,14400000,3.4285714285714284,High,0
889,4, Not Graduate, Yes,9200000,26500000,6,662,1000000,400000,26900000,5300000, Approved,33600000,1.2679245283018867,Medium,0
890,2, Not Graduate, Yes,4800000,16500000,10,350,2000000,6500000,11400000,2900000, Rejected,22800000,1.3818181818181818,Low,0
891,4, Not Graduate, No,4900000,10700000,20,321,1200000,400000,11100000,6500000, Rejected,19200000,1.794392523364486,Low,0
892,3, Graduate, Yes,4800000,10100000,4,368,9100000,5100000,16500000,3500000, Rejected,34200000,3.386138613861386,Low,0
893,4, Graduate, No,9300000,24900000,14,455,27600000,4700000,35100000,13900000, Rejected,81300000,3.2650602409638556,Low,0
894,5, Not Graduate, Yes,7500000,24600000,8,744,1600000,3600000,16700000,9300000, Approved,31200000,1.2682926829268293,Medium,0
895,1, Graduate, No,5900000,16800000,4,806,11200000,9700000,22800000,7100000, Approved,50800000,3.0238095238095237,High,0
896,0, Graduate, No,9400000,27900000,6,456,21400000,18500000,35600000,7800000, Rejected,83300000,2.985663082437276,Low,0
897,5, Graduate, No,5300000,13400000,8,719,1600000,200000,11400000,5300000, Approved,18500000,1.3805970149253732,Medium,0
898,4, Graduate, No,3700000,9000000,18,668,7800000,1600000,13400000,3100000, Approved,25900000,2.8777777777777778,Medium,0
899,0, Graduate, Yes,2500000,5800000,18,494,5100000,4400000,8500000,2300000, Rejected,20300000,3.5,Low,0
900,4, Not Graduate, No,2800000,10800000,2,841,700000,2600000,7100000,4100000, Approved,14500000,1.3425925925925926,High,0
901,0, Graduate, Yes,5400000,21400000,8,721,8200000,6400000,16700000,7400000, Approved,38700000,1.808411214953271,Medium,0
902,5, Graduate, No,3100000,9400000,10,414,200000,5300000,8000000,2800000, Rejected,16300000,1.7340425531914894,Low,0
903,5, Not Graduate, No,4800000,15500000,10,812,9500000,1500000,17800000,3500000, Approved,32300000,2.0838709677419356,High,0
904,1, Not Graduate, No,8800000,17500000,20,832,1800000,3600000,24000000,7400000, Approved,36800000,2.1028571428571428,High,0
905,2, Graduate, No,4100000,14900000,12,571,-100000,5200000,13000000,3400000, Approved,21500000,1.4429530201342282,Low,0
906,5, Not Graduate, No,9700000,37000000,14,459,28700000,17900000,22800000,5600000, Rejected,75000000,2.027027027027027,Low,0
907,2, Graduate, Yes,6400000,24100000,6,592,2500000,6300000,20200000,6000000, Approved,35000000,1.4522821576763485,Low,0
908,5, Graduate, No,3400000,13100000,20,527,900000,4500000,8600000,4000000, Rejected,18000000,1.3740458015267176,Low,0
909,4, Not Graduate, No,3500000,10200000,12,333,7600000,6400000,8100000,3400000, Rejected,25500000,2.5,Low,0
910,3, Not Graduate, No,3200000,10000000,18,532,3300000,100000,9800000,2100000, Rejected,15300000,1.53,Low,0
911,2, Graduate, Yes,4900000,13100000,18,754,8200000,3300000,16500000,7200000, Approved,35200000,2.687022900763359,High,0
912,0, Graduate, Yes,1300000,4800000,4,835,500000,100000,3300000,800000, Rejected,4700000,0.9791666666666666,High,0
913,4, Graduate, No,2500000,5400000,10,592,3400000,1500000,9900000,2900000, Approved,17700000,3.2777777777777777,Low,0
914,0, Graduate, No,7500000,27300000,20,553,11600000,2800000,26200000,6100000, Approved,46700000,1.7106227106227105,Low,0
915,2, Graduate, No,700000,2000000,8,806,1900000,1100000,2200000,400000, Approved,5600000,2.8,High,0
916,4, Graduate, Yes,8200000,28500000,2,378,6800000,11200000,26400000,11500000, Approved,55900000,1.96140350877193,Low,0
917,1, Not Graduate, No,6900000,26200000,4,534,14500000,11900000,14900000,9400000, Approved,50700000,1.9351145038167938,Low,0
918,1, Not Graduate, Yes,1500000,5900000,16,400,4200000,2400000,4800000,1500000, Rejected,12900000,2.1864406779661016,Low,0
919,3, Graduate, No,6300000,18300000,18,543,1800000,9400000,17700000,3500000, Rejected,32400000,1.7704918032786885,Low,0
920,0, Not Graduate, Yes,8800000,25600000,10,715,25300000,2500000,34900000,8600000, Approved,71300000,2.78515625,Medium,0
921,4, Graduate, Yes,8900000,20700000,6,684,1100000,9200000,20400000,6700000, Approved,37400000,1.8067632850241546,Medium,0
922,3, Not Graduate, Yes,2100000,6100000,8,346,5500000,600000,4500000,2900000, Rejected,13500000,2.2131147540983607,Low,0
923,1, Graduate, Yes,9200000,29200000,6,669,9900000,12900000,23400000,11700000, Approved,57900000,1.9828767123287672,Medium,0
924,2, Not Graduate, No,3600000,8000000,12,566,10500000,3000000,8900000,2700000, Approved,25100000,3.1375,Low,0
925,0, Not Graduate, Yes,8600000,23600000,2,361,25800000,5300000,24700000,7500000, Rejected,63300000,2.6822033898305087,Low,0
926,5, Graduate, No,3000000,8000000,6,333,3200000,400000,8200000,2200000, Rejected,14000000,1.75,Low,0
927,3, Not Graduate, Yes,5200000,16300000,8,335,9500000,7000000,13600000,7300000, Rejected,37400000,2.294478527607362,Low,0
928,3, Graduate, Yes,7200000,20400000,10,558,0,13200000,27200000,10600000, Approved,51000000,2.5,Low,0
929,1, Not Graduate, Yes,4000000,15600000,12,436,10400000,2800000,14800000,3200000, Rejected,31200000,2.0,Low,0
930,1, Not Graduate, No,2400000,5200000,2,371,6100000,3100000,8500000,1400000, Rejected,19100000,3.673076923076923,Low,0
931,2, Not Graduate, Yes,5500000,18400000,10,515,6800000,4400000,18500000,4100000, Rejected,33800000,1.8369565217391304,Low,0
932,0, Not Graduate, Yes,9000000,24300000,10,599,12900000,3400000,26900000,6400000, Approved,49600000,2.0411522633744856,Low,0
933,0, Not Graduate, Yes,7900000,24000000,20,728,18600000,15600000,21800000,7400000, Approved,63400000,2.6416666666666666,Medium,0
934,2, Not Graduate, Yes,6200000,21600000,20,679,18600000,2500000,24500000,9100000, Approved,54700000,2.5324074074074074,Medium,0
935,3, Graduate, Yes,7900000,29200000,4,399,23200000,5500000,30200000,6900000, Approved,65800000,2.2534246575342465,Low,0
936,3, Not Graduate, No,1200000,4500000,6,819,1400000,1100000,4400000,900000, Approved,7800000,1.7333333333333334,High,0
937,1, Graduate, No,4700000,11700000,6,308,11800000,1100000,15100000,3700000, Rejected,31700000,2.7094017094017095,Low,0
938,5, Graduate, Yes,5900000,15600000,2,730,12600000,4700000,15900000,5900000, Approved,39100000,2.5064102564102564,Medium,0
939,4, Not Graduate, Yes,1400000,5100000,14,312,4000000,1000000,3200000,1400000, Rejected,9600000,1.8823529411764706,Low,0
940,3, Not Graduate, Yes,4700000,12800000,16,740,2200000,8600000,11700000,6100000, Approved,28600000,2.234375,Medium,0
941,5, Graduate, Yes,7600000,20000000,10,522,21500000,1400000,20400000,4300000, Rejected,47600000,2.38,Low,0
942,4, Graduate, No,7200000,16900000,4,702,15900000,7100000,22000000,9600000, Approved,54600000,3.230769230769231,Medium,0
943,4, Not Graduate, Yes,1400000,4300000,16,447,3600000,1200000,5300000,1000000, Rejected,11100000,2.5813953488372094,Low,0
944,5, Graduate, No,1400000,2900000,4,829,800000,600000,5400000,1600000, Approved,8400000,2.896551724137931,High,0
945,2, Graduate, No,7900000,18500000,18,727,20200000,12400000,19600000,7100000, Approved,59300000,3.2054054054054055,Medium,0
946,5, Not Graduate, Yes,7600000,18700000,14,509,8500000,8500000,22200000,3700000, Rejected,42900000,2.2941176470588234,Low,0
947,3, Graduate, Yes,9600000,34200000,2,745,2500000,2000000,33000000,6700000, Approved,44200000,1.2923976608187135,Medium,0
948,1, Not Graduate, No,2300000,6600000,18,513,4600000,900000,9000000,1600000, Rejected,16100000,2.4393939393939394,Low,0
949,2, Not Graduate, No,8100000,18500000,6,372,19100000,10200000,31000000,7900000, Rejected,68200000,3.6864864864864866,Low,0
950,2, Graduate, Yes,300000,700000,4,411,600000,0,1200000,100000, Rejected,1900000,2.7142857142857144,Low,0
951,4, Graduate, No,4700000,10800000,20,495,11300000,6800000,17000000,4500000, Rejected,39600000,3.6666666666666665,Low,0
952,5, Not Graduate, No,1100000,2500000,4,827,2400000,1000000,4100000,600000, Approved,8100000,3.24,High,0
953,4, Not Graduate, No,8600000,25100000,6,820,14400000,5000000,26000000,8300000, Approved,53700000,2.139442231075697,High,0
954,5, Graduate, Yes,8700000,28100000,10,660,25500000,800000,25900000,10100000, Approved,62300000,2.2170818505338077,Medium,0
955,0, Not Graduate, No,2200000,8600000,4,563,900000,1000000,4400000,2800000, Approved,9100000,1.058139534883721,Low,0
956,1, Not Graduate, Yes,500000,1400000,10,883,900000,0,1700000,300000, Approved,2900000,2.0714285714285716,High,0
957,0, Not Graduate, Yes,9100000,22000000,12,387,25300000,15600000,31700000,7000000, Rejected,79600000,3.618181818181818,Low,0
958,1, Graduate, No,2200000,8700000,12,613,500000,1800000,5700000,2400000, Approved,10400000,1.1954022988505748,Medium,0
959,0, Not Graduate, Yes,2200000,8000000,14,335,2800000,3700000,6900000,2900000, Rejected,16300000,2.0375,Low,0
960,1, Graduate, Yes,9600000,34500000,2,795,9500000,900000,32000000,9300000, Approved,51700000,1.4985507246376812,High,0
961,1, Graduate, Yes,6500000,13900000,8,369,9600000,300000,17200000,8300000, Rejected,35400000,2.5467625899280577,Low,0
962,4, Graduate, Yes,2400000,7400000,18,888,2700000,1600000,7600000,3200000, Approved,15100000,2.0405405405405403,High,0
963,4, Not Graduate, No,5500000,12300000,6,742,12900000,2700000,19800000,4300000, Approved,39700000,3.227642276422764,Medium,0
964,0, Graduate, No,5000000,14400000,4,874,3000000,9300000,14100000,3900000, Approved,30300000,2.1041666666666665,High,0
965,1, Graduate, No,2700000,8100000,16,691,2000000,3600000,8100000,2100000, Approved,15800000,1.9506172839506173,Medium,0
966,3, Not Graduate, Yes,8500000,30300000,12,762,12700000,3700000,20000000,4200000, Approved,40600000,1.33993399339934,High,0
967,1, Graduate, No,4400000,10700000,18,324,2200000,3300000,12700000,5400000, Rejected,23600000,2.205607476635514,Low,0
968,4, Not Graduate, No,500000,1800000,20,777,900000,300000,1300000,200000, Approved,2700000,1.5,High,0
969,0, Graduate, No,8300000,21400000,2,662,6100000,12300000,24500000,10200000, Approved,53100000,2.4813084112149535,Medium,0
970,2, Not Graduate, Yes,6000000,13000000,12,462,2100000,2500000,14600000,5600000, Rejected,24800000,1.9076923076923078,Low,0
971,3, Not Graduate, Yes,4000000,10400000,14,609,2100000,6900000,11700000,4600000, Approved,25300000,2.4326923076923075,Medium,0
972,5, Graduate, Yes,4400000,11700000,20,590,900000,2700000,15500000,2300000, Approved,21400000,1.829059829059829,Low,0
973,3, Graduate, Yes,4400000,15800000,18,779,7200000,5400000,14900000,3600000, Approved,31100000,1.9683544303797469,High,0
974,2, Graduate, Yes,1900000,5000000,14,641,1000000,900000,5500000,2400000, Approved,9800000,1.96,Medium,0
975,0, Graduate, Yes,5000000,18400000,12,752,14600000,4000000,10500000,6500000, Approved,35600000,1.934782608695652,High,0
976,0, Graduate, No,8000000,23700000,10,305,22200000,11600000,17200000,12000000, Rejected,63000000,2.6582278481012658,Low,0
977,4, Not Graduate, No,8200000,20700000,10,546,10800000,7000000,25000000,10600000, Rejected,53400000,2.579710144927536,Low,0
978,2, Graduate, No,7000000,24200000,8,833,13700000,4100000,26100000,9100000, Approved,53000000,2.190082644628099,High,0
979,2, Not Graduate, No,2400000,8800000,18,421,3200000,1500000,6700000,1400000, Rejected,12800000,1.4545454545454546,Low,0
980,5, Graduate, No,6600000,18800000,4,639,3200000,1100000,25100000,4300000, Approved,33700000,1.7925531914893618,Medium,0
981,3, Graduate, No,3200000,6900000,20,735,1500000,3700000,9200000,3100000, Approved,17500000,2.536231884057971,Medium,0
982,0, Not Graduate, Yes,2600000,5400000,2,377,100000,4900000,6100000,2700000, Rejected,13800000,2.5555555555555554,Low,0
983,3, Not Graduate, No,6900000,15600000,20,310,4500000,3600000,20400000,4800000, Rejected,33300000,2.1346153846153846,Low,0
984,4, Graduate, No,4800000,14000000,2,695,11300000,1700000,15400000,4600000, Approved,33000000,2.357142857142857,Medium,0
985,1, Not Graduate, Yes,300000,1200000,4,355,700000,300000,800000,200000, Approved,2000000,1.6666666666666667,Low,0
986,1, Not Graduate, Yes,4300000,14100000,12,525,2100000,1100000,14100000,5500000, Rejected,22800000,1.6170212765957446,Low,0
987,5, Not Graduate, No,700000,2400000,20,330,1300000,700000,2500000,500000, Rejected,5000000,2.0833333333333335,Low,0
988,5, Graduate, No,9400000,25800000,14,625,28200000,15400000,30800000,11100000, Approved,85500000,3.313953488372093,Medium,0
989,3, Not Graduate, Yes,800000,2900000,10,644,600000,500000,2900000,400000, Approved,4400000,1.5172413793103448,Medium,0
990,5, Not Graduate, No,4400000,14900000,4,865,8200000,6200000,14900000,3500000, Approved,32800000,2.2013422818791946,High,0
991,1, Graduate, Yes,4700000,14800000,6,661,8500000,6000000,13600000,6400000, Approved,34500000,2.331081081081081,Medium,0
992,2, Not Graduate, No,2300000,5000000,8,884,1400000,1700000,6100000,1500000, Approved,10700000,2.14,High,0
993,5, Graduate, Yes,8500000,26700000,10,803,500000,16600000,24400000,9600000, Approved,51100000,1.9138576779026217,High,0
994,2, Graduate, No,7600000,28300000,12,800,19700000,14800000,15600000,7800000, Approved,57900000,2.045936395759717,High,0
995,2, Graduate, No,3200000,12600000,18,796,6200000,3500000,9600000,2000000, Approved,21300000,1.6904761904761905,High,0
996,4, Not Graduate, No,2400000,5000000,4,716,1500000,2800000,6900000,1400000, Approved,12600000,2.52,Medium,0
997,0, Graduate, Yes,500000,1100000,18,479,1500000,500000,1800000,600000, Rejected,4400000,4.0,Low,0
998,3, Not Graduate, Yes,8500000,28300000,2,810,25200000,4300000,18500000,10700000, Approved,58700000,2.0742049469964665,High,0
999,0, Graduate, Yes,8900000,20900000,18,568,18800000,700000,32700000,5300000, Approved,57500000,2.751196172248804,Low,0
1000,0, Graduate, No,2800000,5600000,8,842,0,1300000,6100000,1900000, Approved,9300000,1.6607142857142858,High,0
1001,3, Not Graduate, Yes,2900000,7000000,4,806,5700000,5600000,5900000,3000000, Approved,20200000,2.8857142857142857,High,0
1002,1, Graduate, Yes,4900000,17700000,8,722,9200000,7300000,16400000,3000000, Approved,35900000,2.0282485875706215,Medium,0
1003,5, Not Graduate, No,9600000,20700000,14,442,25800000,9800000,31800000,8200000, Rejected,75600000,3.652173913043478,Low,0
1004,3, Graduate, Yes,3300000,9800000,6,360,4500000,600000,11000000,4400000, Rejected,20500000,2.0918367346938775,Low,0
1005,3, Not Graduate, No,2800000,5900000,4,461,1600000,400000,8900000,2800000, Rejected,13700000,2.3220338983050848,Low,0
1006,2, Graduate, No,7800000,22200000,10,735,9700000,4600000,23000000,6900000, Approved,44200000,1.990990990990991,Medium,0
1007,4, Graduate, Yes,2500000,8400000,12,761,6300000,1300000,8400000,1600000, Approved,17600000,2.0952380952380953,High,0
1008,0, Graduate, No,4400000,10600000,20,653,6800000,4600000,16800000,5400000, Approved,33600000,3.169811320754717,Medium,0
1009,0, Not Graduate, No,7900000,30800000,4,726,5000000,14600000,23800000,5500000, Approved,48900000,1.5876623376623376,Medium,0
1010,1, Graduate, No,8900000,22600000,18,617,8400000,15500000,27900000,11700000, Approved,63500000,2.809734513274336,Medium,0
1011,0, Graduate, No,5600000,13400000,2,460,3400000,4100000,14800000,4100000, Rejected,26400000,1.9701492537313432,Low,0
1012,1, Not Graduate, No,1400000,3300000,8,306,3200000,800000,2700000,800000, Rejected,7500000,2.272727272727273,Low,0
1013,5, Graduate, Yes,500000,1400000,4,471,500000,100000,1300000,300000, Rejected,2200000,1.5714285714285714,Low,0
1014,1, Graduate, Yes,5100000,15300000,4,628,6900000,3300000,17600000,2700000, Approved,30500000,1.9934640522875817,Medium,0
1015,3, Graduate, No,9800000,25600000,10,404,24400000,6700000,37000000,11500000, Rejected,79600000,3.109375,Low,0
1016,2, Graduate, Yes,8600000,21600000,16,804,15400000,300000,26800000,7100000, Approved,49600000,2.2962962962962963,High,0
1017,3, Not Graduate, No,1600000,3900000,20,804,900000,2500000,3200000,800000, Approved,7400000,1.8974358974358974,High,0
1018,1, Not Graduate, Yes,2500000,6700000,2,502,3400000,2600000,9400000,1400000, Rejected,16800000,2.5074626865671643,Low,0
1019,0, Graduate, No,9500000,22600000,6,861,24700000,13200000,29000000,5600000, Approved,72500000,3.2079646017699117,High,0
1020,2, Not Graduate, Yes,3000000,7800000,14,555,6600000,2700000,9600000,1700000, Approved,20600000,2.641025641025641,Low,0
1021,0, Not Graduate, No,5100000,13600000,18,351,1700000,3700000,14400000,7600000, Rejected,27400000,2.014705882352941,Low,0
1022,2, Not Graduate, Yes,7600000,23600000,6,358,20200000,2900000,22100000,10900000, Rejected,56100000,2.3771186440677967,Low,0
1023,5, Graduate, No,8800000,18800000,14,836,17300000,10100000,32700000,5400000, Approved,65500000,3.484042553191489,High,0
1024,4, Not Graduate, Yes,1100000,2900000,4,554,2800000,1000000,4100000,1600000, Approved,9500000,3.2758620689655173,Low,0
1025,3, Graduate, No,8700000,30500000,2,443,11800000,1800000,24600000,8100000, Approved,46300000,1.518032786885246,Low,0
1026,5, Not Graduate, No,6100000,23600000,4,725,17400000,5100000,15600000,4800000, Approved,42900000,1.8177966101694916,Medium,0
1027,2, Not Graduate, Yes,1900000,7000000,14,818,4800000,3500000,4500000,2100000, Approved,14900000,2.1285714285714286,High,0
1028,1, Not Graduate, No,9900000,38700000,6,670,19400000,12600000,35800000,6500000, Approved,74300000,1.9198966408268734,Medium,0
1029,0, Graduate, No,5800000,21100000,6,414,7900000,2400000,16000000,5600000, Rejected,31900000,1.5118483412322274,Low,0
1030,2, Not Graduate, Yes,9500000,37000000,8,887,21800000,18300000,19200000,11700000, Approved,71000000,1.9189189189189189,High,0
1031,3, Graduate, Yes,7900000,26600000,12,409,17100000,1400000,22500000,8700000, Rejected,49700000,1.868421052631579,Low,0
1032,1, Not Graduate, Yes,1300000,4500000,14,679,2700000,2100000,3700000,1600000, Approved,10100000,2.2444444444444445,Medium,0
1033,4, Graduate, Yes,700000,2600000,18,478,600000,600000,2100000,300000, Rejected,3600000,1.3846153846153846,Low,0
1034,3, Graduate, No,600000,1200000,2,752,1100000,500000,2300000,700000, Approved,4600000,3.8333333333333335,High,0
1035,0, Graduate, No,9400000,33000000,4,616,15400000,5000000,25100000,7800000, Approved,53300000,1.6151515151515152,Medium,0
1036,2, Not Graduate, Yes,3800000,12500000,14,842,3700000,6700000,14600000,5300000, Approved,30300000,2.424,High,0
1037,3, Graduate, Yes,7800000,26300000,20,840,1200000,11300000,24100000,5300000, Approved,41900000,1.5931558935361216,High,0
1038,3, Graduate, Yes,7800000,27700000,6,430,2000000,8000000,26100000,5300000, Rejected,41400000,1.4945848375451263,Low,0
1039,4, Not Graduate, No,2700000,7000000,4,351,1100000,2300000,8300000,2700000, Rejected,14400000,2.057142857142857,Low,0
1040,5, Not Graduate, No,600000,2300000,4,347,0,0,1900000,200000, Rejected,2100000,0.9130434782608695,Low,0
1041,3, Not Graduate, Yes,8000000,28800000,10,576,18800000,7500000,16300000,11900000, Approved,54500000,1.8923611111111112,Low,0
1042,0, Not Graduate, Yes,4000000,11000000,8,799,4400000,6100000,14700000,4200000, Approved,29400000,2.672727272727273,High,0
1043,1, Not Graduate, Yes,3300000,10800000,2,550,6000000,3800000,11000000,4700000, Approved,25500000,2.361111111111111,Low,0
1044,2, Graduate, No,5800000,13300000,4,878,8400000,5400000,18600000,4500000, Approved,36900000,2.774436090225564,High,0
1045,3, Graduate, Yes,2400000,4800000,12,895,6800000,300000,7300000,3300000, Approved,17700000,3.6875,High,0
1046,4, Not Graduate, No,7600000,29700000,6,603,3200000,2900000,27800000,11000000, Approved,44900000,1.5117845117845117,Medium,0
1047,2, Not Graduate, Yes,2500000,6900000,12,325,5800000,1600000,6400000,3600000, Rejected,17400000,2.5217391304347827,Low,0
1048,2, Graduate, No,3300000,11800000,4,393,5700000,3700000,6800000,2600000, Approved,18800000,1.5932203389830508,Low,0
1049,3, Graduate, No,9800000,30300000,2,612,10700000,4600000,32100000,5600000, Approved,53000000,1.7491749174917492,Medium,0
1050,0, Graduate, Yes,1000000,3800000,8,553,2500000,1000000,2100000,1300000, Approved,6900000,1.8157894736842106,Low,0
1051,0, Not Graduate, Yes,2500000,8800000,14,389,7300000,1400000,8500000,3600000, Rejected,20800000,2.3636363636363638,Low,0
1052,0, Graduate, No,1900000,6800000,4,782,100000,3400000,4900000,2400000, Approved,10800000,1.588235294117647,High,0
1053,3, Graduate, No,3100000,8500000,12,493,8700000,5100000,12000000,2000000, Rejected,27800000,3.2705882352941176,Low,0
1054,5, Graduate, Yes,6000000,11900000,2,629,2500000,0,19200000,4200000, Approved,25900000,2.176470588235294,Medium,0
1055,5, Not Graduate, No,6500000,21600000,10,419,1600000,10900000,22300000,6600000, Rejected,41400000,1.9166666666666667,Low,0
1056,2, Not Graduate, Yes,5900000,15800000,2,444,14300000,4300000,20300000,5500000, Rejected,44400000,2.810126582278481,Low,0
1057,5, Not Graduate, Yes,6500000,15800000,16,301,9200000,9900000,17400000,7100000, Rejected,43600000,2.759493670886076,Low,0
1058,0, Graduate, Yes,3800000,11200000,20,479,1100000,6400000,12000000,5400000, Rejected,24900000,2.2232142857142856,Low,0
1059,3, Not Graduate, Yes,3000000,11400000,10,424,1800000,4200000,10900000,1500000, Rejected,18400000,1.6140350877192982,Low,0
1060,0, Graduate, No,4300000,16900000,18,469,200000,5800000,12000000,6200000, Rejected,24200000,1.4319526627218935,Low,0
1061,4, Not Graduate, Yes,3500000,8300000,2,897,7900000,5500000,12600000,1800000, Approved,27800000,3.3493975903614457,High,0
1062,3, Not Graduate, No,300000,500000,2,477,700000,200000,800000,400000, Rejected,2100000,4.2,Low,0
1063,3, Not Graduate, Yes,600000,1400000,16,509,600000,300000,2400000,900000, Rejected,4200000,3.0,Low,0
1064,0, Graduate, Yes,800000,1700000,4,752,2300000,1100000,3200000,400000, Approved,7000000,4.117647058823529,High,0
1065,0, Not Graduate, Yes,5600000,19100000,14,875,16700000,4700000,15100000,7700000, Approved,44200000,2.3141361256544504,High,0
1066,2, Not Graduate, Yes,1800000,3600000,4,343,3400000,1100000,6200000,1500000, Rejected,12200000,3.388888888888889,Low,0
1067,0, Graduate, No,6800000,20800000,20,819,16500000,11900000,26700000,8000000, Approved,63100000,3.0336538461538463,High,0
1068,2, Graduate, Yes,4200000,16800000,2,433,3300000,0,14100000,3700000, Approved,21100000,1.255952380952381,Low,0
1069,1, Not Graduate, Yes,200000,400000,6,768,300000,100000,600000,0, Approved,1000000,2.5,High,1
1070,2, Graduate, Yes,8500000,31800000,6,714,17000000,900000,26600000,5600000, Approved,50100000,1.5754716981132075,Medium,0
1071,2, Not Graduate, Yes,2800000,10100000,16,531,2900000,2900000,7200000,4100000, Rejected,17100000,1.693069306930693,Low,0
1072,0, Graduate, Yes,3600000,8600000,6,529,3500000,3300000,11300000,5200000, Rejected,23300000,2.7093023255813953,Low,0
1073,1, Not Graduate, No,6200000,19500000,20,448,3300000,7100000,22400000,8000000, Rejected,40800000,2.0923076923076924,Low,0
1074,1, Graduate, No,2700000,10000000,2,584,6500000,2700000,7700000,3400000, Approved,20300000,2.03,Low,0
1075,1, Graduate, No,6800000,22900000,4,501,3900000,9400000,17300000,4400000, Approved,35000000,1.5283842794759825,Low,0
1076,2, Not Graduate, No,6300000,24500000,18,848,10200000,3500000,18200000,8200000, Approved,40100000,1.636734693877551,High,0
1077,4, Not Graduate, No,8800000,19100000,6,586,17600000,8800000,20600000,12400000, Approved,59400000,3.1099476439790577,Low,0
1078,1, Graduate, No,5900000,13000000,2,386,16300000,5000000,12000000,3800000, Rejected,37100000,2.853846153846154,Low,0
1079,5, Not Graduate, Yes,9800000,37900000,18,301,6700000,4900000,34300000,6200000, Rejected,52100000,1.3746701846965699,Low,0
1080,2, Graduate, No,3300000,8300000,6,653,4700000,3100000,8300000,4600000, Approved,20700000,2.4939759036144578,Medium,0
1081,4, Graduate, Yes,300000,500000,14,448,700000,100000,800000,100000, Rejected,1700000,3.4,Low,0
1082,1, Not Graduate, Yes,4800000,11600000,16,696,1400000,9400000,11800000,6500000, Approved,29100000,2.5086206896551726,Medium,0
1083,1, Graduate, No,7500000,28300000,16,707,9700000,1100000,16300000,6700000, Approved,33800000,1.1943462897526502,Medium,0
1084,2, Not Graduate, No,8600000,21700000,4,429,5500000,10800000,30900000,6000000, Rejected,53200000,2.4516129032258065,Low,0
1085,4, Not Graduate, No,8900000,21100000,6,631,4200000,200000,25800000,6200000, Approved,36400000,1.7251184834123223,Medium,0
1086,5, Not Graduate, Yes,9600000,29600000,4,446,22900000,3500000,36600000,13200000, Approved,76200000,2.574324324324324,Low,0
1087,0, Graduate, Yes,7700000,18100000,18,705,6100000,5100000,23800000,6300000, Approved,41300000,2.281767955801105,Medium,0
1088,3, Not Graduate, Yes,7000000,15200000,2,709,10300000,12500000,20700000,4000000, Approved,47500000,3.125,Medium,0
1089,4, Not Graduate, Yes,7800000,19500000,14,739,1900000,9000000,20400000,4400000, Approved,35700000,1.8307692307692307,Medium,0
1090,3, Graduate, No,5100000,11000000,6,336,-100000,5800000,11600000,7500000, Rejected,24800000,2.2545454545454544,Low,0
1091,4, Graduate, No,9400000,32600000,4,898,18200000,4000000,22000000,10200000, Approved,54400000,1.6687116564417177,High,0
1092,4, Not Graduate, Yes,600000,2100000,6,558,1300000,1000000,2200000,300000, Approved,4800000,2.2857142857142856,Low,0
1093,3, Graduate, No,5100000,13300000,4,589,11200000,2700000,20200000,6100000, Approved,40200000,3.0225563909774436,Low,0
1094,2, Graduate, Yes,3800000,14400000,2,301,2300000,1400000,7600000,2400000, Rejected,13700000,0.9513888888888888,Low,0
1095,2, Not Graduate, Yes,5300000,21200000,14,516,2200000,5000000,20900000,7700000, Rejected,35800000,1.6886792452830188,Low,0
1096,5, Not Graduate, No,1100000,3600000,12,315,1300000,700000,3100000,1400000, Rejected,6500000,1.8055555555555556,Low,0
1097,3, Not Graduate, No,6400000,14400000,10,546,10600000,10000000,21200000,5100000, Rejected,46900000,3.2569444444444446,Low,0
1098,0, Not Graduate, Yes,5100000,14500000,14,559,11000000,1100000,12300000,6000000, Approved,30400000,2.0965517241379312,Low,0
1099,3, Graduate, Yes,5300000,16900000,2,350,15800000,3100000,14300000,6800000, Approved,40000000,2.366863905325444,Low,0
1100,1, Graduate, No,6700000,18700000,8,583,9300000,4100000,17100000,6900000, Approved,37400000,2.0,Low,0
1101,2, Not Graduate, No,4000000,9400000,8,874,4400000,3700000,10200000,4800000, Approved,23100000,2.4574468085106385,High,0
1102,2, Not Graduate, Yes,3900000,11600000,8,808,5800000,3100000,12900000,5000000, Approved,26800000,2.310344827586207,High,0
1103,1, Graduate, Yes,1600000,4900000,16,487,4300000,1100000,3900000,2000000, Rejected,11300000,2.306122448979592,Low,0
1104,3, Graduate, No,2700000,7800000,14,870,5400000,5300000,5700000,2100000, Approved,18500000,2.371794871794872,High,0
